No.,名　言,リ　ン　ク,,,,,,,,,,,,,,,,,,,,,
804,"「イグナイトをまずピンピンピンピーン！ってやって。勝ったわ。jgが来てる。無敵」
",https://www.twitch.tv/alfrea/clip/FastSillyChimpanzeeArsonNoSexy-rksiMzAGma9lT_1d,,,,,,,,,,,,,,,,,,,,,
805,（右の人だれ？）「この人は秘密のおじさん。タモリ二世って呼んで」,https://www.twitch.tv/alfrea/clip/LovelyUglyTeaMVGame-nqDnALljSC07tBig,,,,,,,,,,,,,,,,,,,,,
806,角に頭をぶつけたらい様,https://www.twitch.tv/alfrea/clip/BusyTiredPuddingPogChamp,,,,,,,,,,,,,,,,,,,,,
807,終電逃がしたたぬきのうた,https://www.twitch.tv/alfrea/clip/TrappedScaryRing4Head-5NDTj22P7Rqxeiec,,,,,,,,,,,,,,,,,,,,,
808,「あらかわいい。イレリアと…なんかハサミちょきちょきマン。名前忘れちゃった」,https://www.twitch.tv/alfrea/clip/DepressedFrozenBoarWow-ks2XkoUfgiU0ltTK,,,,,,,,,,,,,,,,,,,,,
809,劇場に興奮するかわいいらいさま,https://www.twitch.tv/mother3rd/clip/MildGoodSnakeTheRinger-fJApdzr9o0xuOqeb,,,,,,,,,,,,,,,,,,,,,
810,「初めてのエアドロップ楽しみだなあ。ずっと待ってたエアドロ楽しみだなあ。3分間くらいここにずっといたからなあ。楽しみだなあ」,https://www.twitch.tv/alfrea/clip/DifficultFairClamEleGiggle-O2P8wygtfiB_9iOE,,,,,,,,,,,,,,,,,,,,,
811,"幼稚園の先生らいじん
",https://www.twitch.tv/alfrea/clip/HotEsteemedLegVoteNay-xV3l4r0ZAboAG7-4,,,,,,,,,,,,,,,,,,,,,
812,わくちんちん,https://www.twitch.tv/alfrea/clip/GorgeousAttractiveAppleDendiFace-2GgBaJFHTNiyXAta,,,,,,,,,,,,,,,,,,,,,
813,「リーチにゃ！ポンにゃ！ロンにゃ！」,https://www.twitch.tv/alfrea/clip/EnticingPunchyOysterKappaWealth-HUzJCZa1EfRUzWsO,,,,,,,,,,,,,,,,,,,,,
814,「飛びましたよー飛びましたよー…どうすればいいですか」,https://www.twitch.tv/alfrea/clip/RockyVenomousHawkHotPokket-Zbha7EbFJmYquaoa,,,,,,,,,,,,,,,,,,,,,
815,フィーバータイムらい様,https://www.twitch.tv/alfrea/clip/PiliableCulturedSproutSmoocherZ-GIIXuiP6fbcans7I,,,,,,,,,,,,,,,,,,,,,
816,「さよならマルファイトくん...」,https://clips.twitch.tv/FaithfulAdorableDelicataArsonNoSexy-DFbYpPias71HZ3U_,,,,,,,,,,,,,,,,,,,,,
817,イチャつく象らい,https://www.youtube.com/shorts/XB3UA9YFU1A,,,,,,,,,,,,,,,,,,,,,
818,UGのモノマネをするノリアキのモノマネをするらいじん,https://www.youtube.com/shorts/3q681JXaYgg,,,,,,,,,,,,,,,,,,,,,
819,うるーか「もういい」らいじん「ばか」,https://clips.twitch.tv/PleasantHotBean4Head-zYcTgE5dSby_pHaj,,,,,,,,,,,,,,,,,,,,,
820,「これはね～森のくまさんだね」,https://www.twitch.tv/alfrea/clip/BrainyPluckyStarVoteYea-PP3ExOZqBOQvTnEV?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
821,「学びなくない？君。お～なるほど学びが出てきたｗ敵の学び」,https://www.twitch.tv/alfrea/clip/NiceAggressiveCaterpillarOSfrog-eH35G6lv0-Gk0hHR?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
822,「象先輩のグラガス浅すぎて笑っちゃう」,https://www.twitch.tv/alfrea/clip/EnthusiasticCrazyBeaverBlargNaut-xWy1UdDso4IJ-pcD?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
823,幸せを感じるらい様,https://www.twitch.tv/alfrea/clip/FaithfulAwkwardBeaverGOWSkull-rqK4ZKUY5vh2WiT5?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
824,牙の抜けたレネクトンに笑うらいさま,https://www.twitch.tv/alfrea/clip/YawningFrailBatDoggo-qUmunE8eELFPQitq?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
825,「ほんとにねマジで反省してる」,https://www.twitch.tv/alfrea/clip/BigProductiveWatercressDancingBaby-sM6h__SPOB-YwrVf?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
826,本気であわてるらいじん,https://www.twitch.tv/alfrea/clip/VainBlindingTurnipChocolateRain-yAKT5Y2VeawaFE22?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
827,ら「俺MIDでファームするわ」葛うる「スモルダーごと！？まさか！？」　ら「やってみようか？（ｲｹﾎﾞ」,https://www.twitch.tv/alfrea/clip/InterestingSweetSquirrelBlargNaut-rnopouytq8gDEVBL?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
828,「さもすぺがいっぱいあってしあわせ」,https://clips.twitch.tv/CrowdedCreativeStapleDerp-hW9sZIQiyakPE8u-,,,,,,,,,,,,,,,,,,,,,
829,象先輩「誰のピンだよ今のぉ」,https://www.twitch.tv/alfrea/clip/ReliableSpunkyKathyBloodTrail-I0nl4ndOyyNiVoIu?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
830,「帰ったよ～ただいま～」,https://www.twitch.tv/alfrea/clip/BoredBlatantManateeRickroll-eypI7Z8u5IN_TYld?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
831,ぱくぱくらいじん,https://clips.twitch.tv/CorrectTalentedHerdDeIlluminati-XhZa3Rcn6bnnnugK,,,,,,,,,,,,,,,,,,,,,
832,らいじん、飛翔,https://clips.twitch.tv/ZealousSparklyLegSMOrc-mcgBiv_nZ1k0HHkB,,,,,,,,,,,,,,,,,,,,,
833,「もう3時やん、ゴロゴロしよ～」,https://clips.twitch.tv/DeadVictoriousNoodleMingLee-xbaxBasVKRAdQZfs,,,,,,,,,,,,,,,,,,,,,
834,「アッ生きてるわ 生きててしあわせ」,https://clips.twitch.tv/VibrantRelatedDogeRitzMitz-xlmuykw9qyUC7G_T,,,,,,,,,,,,,,,,,,,,,
835,らいさまが好きそうなやつ,https://clips.twitch.tv/ArborealExcitedDotterelRedCoat-bGznqpLpQE-Vb9dT,,,,,,,,,,,,,,,,,,,,,
836,更に可愛くなるらいさま,https://www.twitch.tv/alfrea/clip/ScrumptiousDarlingCakeRalpherZ-YtXjK1eTv0_3kwjr?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
837,「だっさｗこれのがいいだろ」,https://www.twitch.tv/alfrea/clip/PeacefulPowerfulPotGingerPower-cSB3qvSKhdlmCwhp?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
838,「いっぱい釣ったね～！」,https://www.twitch.tv/alfrea/clip/FlirtyPoorWalrusFutureMan-bZzoTShIX5Hnqj9O?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
839,「わかったわかった、ｿｳﾀﾞﾈｰｗ」,https://www.twitch.tv/alfrea/clip/PlausibleRelievedInternUncleNox-Ts5yj0KHaCgsxzYv?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
840,「海に沈みたいのか？」,https://www.twitch.tv/alfrea/clip/NiceBoredStrawberryDAESuppy-1PCXSDaOzQLfEXYf?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
841,「見やすいんだもん！」,https://www.twitch.tv/alfrea/clip/UnsightlyLachrymoseMomUnSane-aZKVum_WS4T8j1GK?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
842,釣った雑貨でウキウキで家を飾り付けていくらいさま,https://www.twitch.tv/alfrea/clip/SpineyRelentlessKoupreyPastaThat-hi4ooeG4jB2sY4SH?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
843,おちゃめならいさま,https://www.twitch.tv/alfrea/clip/WittyFunnySkirretNinjaGrumpy-TSfcU8H0hPmb7sie?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
844,ﾋﾟｷらいさま,https://www.twitch.tv/alfrea/clip/BlindingPiercingMochaFloof-Kmy0SDGNxLEysIfo?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
845,rustでどう森を楽しむらいさま,https://www.twitch.tv/alfrea/clip/BlitheWildTermitePastaThat-dUQp2UPp1CdGnBnv?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
846,らいさま画えっくん,https://www.twitch.tv/alfrea/clip/SuccessfulPricklyCookiePJSugar-7fGmxvGp-WQ3wLGq?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
847,らいじん即落ち２コマ,https://www.twitch.tv/alfrea/clip/RelentlessAuspiciousApeItsBoshyTime-6RuLaLUBkio6FYEX?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
848,「わらぶいさんカッコよくして！」,https://www.twitch.tv/alfrea/clip/PricklyAwkwardSlothBleedPurple-77JgGKAbXWRd8m4N?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
849,らいじん＆わらぶいクソガキコンビ,https://www.twitch.tv/alfrea/clip/GeniusPoisedChoughM4xHeh-ATQTEiX3hrpjzQSG?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
850,寂しそうなローレンを見かねてヘリ乗りに来たらいさま,https://www.twitch.tv/alfrea/clip/BreakableAmazonianStarlingAMPEnergyCherry-jb077lCltRodwKgO?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
851,「違うの出してよ！」,https://www.twitch.tv/alfrea/clip/SavorySwissPeachOSsloth-i6QFcWc_bNS1kHf-?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
852,かぼちゃ変だもん！,https://www.twitch.tv/alfrea/clip/BeautifulBitterNoodleTebowing-bCB_WVewhC4_WOWv?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
853,おねだりノルマ達成,https://clips.twitch.tv/RudeExpensiveVulturePastaThat-owVTMTy5UZPyhhSR,,,,,,,,,,,,,,,,,,,,,
854,走馬灯グレネード,https://www.twitch.tv/alfrea/clip/PatientBlightedHornetBuddhaBar-hqmZct24c6uTI2hc?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
855,「あるふぁくん贈り物だよ～」,https://www.twitch.tv/alfrea/clip/SpookySteamyWaffleRaccAttack-nCZk7w2pszb7EXPE?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
856,天然ヘンディーで遊ぶらいさま,https://www.twitch.tv/alfrea/clip/GiftedPolishedCurlewTheRinger-ieW49_4jQQqGlAIq,,,,,,,,,,,,,,,,,,,,,
857,ｵﾜｯ…,https://www.twitch.tv/alfrea/clip/SuperElatedMartenTheThing-ovOhMyQ9fzaWgqBc?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
858,綺麗な3度見,https://www.twitch.tv/alfrea/clip/ObliqueDarlingTurnipHeyGirl-0TxGwm-685Q4_gr2?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
859,「わかったわかったｗ」,https://www.twitch.tv/alfrea/clip/ProtectiveAntediluvianTigerPraiseIt-NT8gqEmgIX-i7PtN?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
860,これおもろいｗ,https://www.twitch.tv/alfrea/clip/EsteemedStylishPandaTBTacoRight-v4fhjt45rvvdrGtc?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
861,「ファン太さん？詰んでます詰まってますﾌｯﾊｯﾊｯﾊｯﾊｯﾊｯﾊ」,https://www.twitch.tv/alfrea/clip/ArtsyTardyGoblinNerfBlueBlaster-5tX6hH5yjtZGB81B?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
862,アスレ中に恨みガンクされるらいさま,https://www.twitch.tv/alfrea/clip/DignifiedFineLEDPJSugar-ngaiTqkmVVz3iSRa?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
863,らいじん作「簡易版えっくん」,https://www.twitch.tv/alfrea/clip/ThirstyScrumptiousMarjoramHassaanChop-Q6Qyi7FUtpwYsDTd?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
864,「らいくん待ってー！」「はいはい…」,https://www.twitch.tv/alfrea/clip/TallLaconicBorkDoritosChip-gKMDQHbo9-d3_oBR?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
865,「あーごめんごめん（トドメ」,https://www.twitch.tv/alfrea/clip/AnimatedGrossGullSuperVinlin-YmS8LqDSbGsjZYva?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
866,ひなーのにプレゼントするらいさま,https://clips.twitch.tv/PrettyOriginalWombatTriHard-PfV9m3XJQehMsbBP,,,,,,,,,,,,,,,,,,,,,
867,ひなーのの家にツボるらいさま,https://www.twitch.tv/alfrea/clip/TsundereZanyToadPraiseIt-l2n3syf8rmV40BUM?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
868,ひなーのセレクトブーツ,https://www.twitch.tv/alfrea/clip/CallousFlirtyPheasantThisIsSparta-Vq5y3dc8NBhqh4SU?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
869,いたがね派をいじられるらいさま,https://www.twitch.tv/alfrea/clip/PlacidSoftSpindlePeteZaroll-QLdTwsR1gl1V6RnR?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
870,板金(いたがね)いじりpart2,https://www.twitch.tv/alfrea/clip/PeppyViscousMooseTriHard-POU1PPGKYEy7J0Ff?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
871,板金(いたがね)いじりpart3,https://www.twitch.tv/alfrea/clip/PhilanthropicHotCaterpillarTBTacoRight-kD9dau5c0vJN45SL?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
872,板金(いたがね)いじりpart4,https://www.twitch.tv/alfrea/clip/RudeTemperedPenguinTTours-YQnow5QWb2KbTvAW?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
873,板金(いたがね)いじりpart5,https://www.twitch.tv/alfrea/clip/KathishFreezingEggplantFutureMan-nEDK3DJWagqerQF-?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
874,板金(いたがね)いじりpart6,https://www.twitch.tv/alfrea/clip/FrigidThirstyKleeBuddhaBar-PLdz7tkw-Raz_Zaf?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
875,沼建築すぎてやけくそになるらいさま,https://www.twitch.tv/alfrea/clip/TenaciousTsundereEmuKevinTurtle-P8eWcTCK74S1SYbb?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
876,ポンコツ建築に笑いが止まらないらいさま,https://clips.twitch.tv/AnimatedSneakyInternYouWHY-SnQZ6A9nHePDPWwA,,,,,,,,,,,,,,,,,,,,,
877,三角床を綺麗に並べられたと思ったら,https://clips.twitch.tv/IncredulousAmorphousSoymilkItsBoshyTime-EMN5XQ7st9tHX6UC,,,,,,,,,,,,,,,,,,,,,
878,「あり～ｱﾘｶﾞﾄ！」,https://clips.twitch.tv/AuspiciousTalentedBibimbapDatBoi-3gOOuS0ig3tS2vPe,,,,,,,,,,,,,,,,,,,,,
879,らいさまふわふわ翻訳,https://clips.twitch.tv/SmellyFancyBasenjiKappaPride-wikQ-IEFF05XEA7G,,,,,,,,,,,,,,,,,,,,,
880,「カイサのが欲しい！カイサのが欲しい！うおおおおお」,https://clips.twitch.tv/FunnyHelpfulToadSmoocherZ-KmYnOJ8Z2qTeWvIl,,,,,,,,,,,,,,,,,,,,,
881,アイテム微妙の舞,https://clips.twitch.tv/CharmingFragileCasetteMVGame-dXCdthitp8BVMFhM,,,,,,,,,,,,,,,,,,,,,
882,「がんばれガリオ～お前ならやれる～やれるぞ～」,https://clips.twitch.tv/SuspiciousViscousToadYouDontSay-vAxgptDrargGYQO3,,,,,,,,,,,,,,,,,,,,,
883,らいさま「ふんすふんす」,https://clips.twitch.tv/LitigiousDiligentHeronDendiFace-eAH-WeA8wM8yCnIn,,,,,,,,,,,,,,,,,,,,,
884,「捕まえたよ～...捕まっちゃった…」,https://clips.twitch.tv/LaconicAltruisticPeafowlSwiftRage-DCYRVRBZEBMZGOC9,,,,,,,,,,,,,,,,,,,,,
885,「いぇ～い靴が安くなってハッピー」,https://clips.twitch.tv/RacyBluePorpoiseKippa-dXBR5Ec-KFhy_Nq1,,,,,,,,,,,,,,,,,,,,,
886,クレジットカードがびっくりしてる,https://clips.twitch.tv/TriumphantFurryKuduNotLikeThis-YTfMyGUB4JQGmZrl,,,,,,,,,,,,,,,,,,,,,
887,ｽｲｽｲらいじん,https://clips.twitch.tv/ResoluteKnottyGerbilSpicyBoy-8ltV7mJXiLRCN7-n,,,,,,,,,,,,,,,,,,,,,
888,闇夜に浮かび上がるらいじん,https://clips.twitch.tv/FriendlyTangibleCaribouPeteZarollTie-mktWZW215J_9M5Dt,,,,,,,,,,,,,,,,,,,,,
889,暇ファイト,https://clips.twitch.tv/AnnoyingAntediluvianMonitorPogChamp-3pfRNE1smqnCVjcD,,,,,,,,,,,,,,,,,,,,,
890,引っかかったベイトに引っかかったらいさま,https://clips.twitch.tv/BigPricklyLlamaKeyboardCat--1XLxVLOBluqbjPe,,,,,,,,,,,,,,,,,,,,,
891,らいさまのﾜｰﾆﾝﾜｰﾆﾝ,https://clips.twitch.tv/LazyInspiringChowderTinyFace-0QdJSywJC3ynzlw_,,,,,,,,,,,,,,,,,,,,,
892,「壊れちゃったんだ～♪」,https://clips.twitch.tv/HealthyResoluteWatermelonBrainSlug-9OwXee-ZDKwBOO3c,,,,,,,,,,,,,,,,,,,,,
893,「フラッシュできないマジか～♪」,https://clips.twitch.tv/ClumsyHappyWasabiOpieOP-nZQngqYBrS1DJ5PT,,,,,,,,,,,,,,,,,,,,,
894,「ﾎｧ…失礼」,https://clips.twitch.tv/FurtivePrettyRamenVoteNay-8MFINvUG9FffESS2,,,,,,,,,,,,,,,,,,,,,
895,怪奇・幽霊ノックの正体,https://clips.twitch.tv/LuckyObliviousShrimpPeteZaroll-AKkAYBGRvTprACFk,,,,,,,,,,,,,,,,,,,,,
896,noshのパン「ﾊﾟﾝｯ！」,https://clips.twitch.tv/TsundereHorriblePuffinBCWarrior-EwzydG8Oyt0oOa2B,,,,,,,,,,,,,,,,,,,,,
897,チアリーダーらいじん,https://clips.twitch.tv/TrappedAggressiveSandpiperNerfRedBlaster-vi0IHYWWCuccs3Pe,,,,,,,,,,,,,,,,,,,,,
898,「ｸﾞｯｼﾞｮﾌﾞｸﾞｯｼﾞｮﾌﾞ！ｸﾞｯｼﾞｮﾌﾞ~」,https://clips.twitch.tv/StrongTemperedGazelleMVGame-9yC9ZdcQd6EuLDKU,,,,,,,,,,,,,,,,,,,,,
899,マルファイトの妖精らいじん,https://clips.twitch.tv/MiniatureTriumphantWitchFutureMan-Gz_5mK8_fKf4vWyB,,,,,,,,,,,,,,,,,,,,,
900,トイレ中のエビンモにpingするらいさま,https://clips.twitch.tv/TallFurtiveAntMrDestructoid-FcEFoeHcFLReie3D,,,,,,,,,,,,,,,,,,,,,
901,「あなたのサンタクロースでーす」,https://clips.twitch.tv/CreativeCrypticPorpoiseUWot-apeEegUYRt-tU9Os,,,,,,,,,,,,,,,,,,,,,
902,一級フラグ回収士、らいじん,https://clips.twitch.tv/DifficultBombasticMinkFrankerZ-qxPYkTKSMMdIqzx5,,,,,,,,,,,,,,,,,,,,,
903,「ヴィエゴキャリーするでしょう」からのKS,https://www.twitch.tv/alfrea/clip/SquareAmorphousPuffinHumbleLife-xj0wzIe7dTNjIqzo?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
904,100点のKSウルト,https://www.twitch.tv/alfrea/clip/ElegantEndearingCaribouPupper-APD6xmDtLBIjH04d?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
905,「おとりだよ俺　あっ…」,https://clips.twitch.tv/DifferentGracefulSashimiDancingBaby-99tLj0ZRk23odT6u,,,,,,,,,,,,,,,,,,,,,
906,「向かってま～す...向かってました」,https://clips.twitch.tv/LaconicEnchantingElkPhilosoraptor-Qq_ltW9XwS6SDitx,,,,,,,,,,,,,,,,,,,,,
907,「いやですわ～」,https://clips.twitch.tv/PeacefulCleverChickpeaUncleNox-fkuv2_S36m7faP6b,,,,,,,,,,,,,,,,,,,,,
908,鼻をつまみながら臭豆腐買うたかスぺを待つらいさま,https://www.twitch.tv/alfrea/clip/AcceptableAggressivePuppyHeyGuys-DwZy94zzLOOo_6x7,,,,,,,,,,,,,,,,,,,,,
909,eviの心の声代弁らいじん,https://www.twitch.tv/alfrea/clip/BlightedAntediluvianMangetoutPJSalt-xDVrlIt2jCOLXmg2,,,,,,,,,,,,,,,,,,,,,
910,ボタンGAPに気付くらいじん,https://www.twitch.tv/alfrea/clip/InnocentHardAsparagusKreygasm--Nxj0fp_GzTNRuj2,,,,,,,,,,,,,,,,,,,,,
911,通訳さんのミスをカバーするらいじん,https://www.twitch.tv/alfrea/clip/JazzyDaintySeahorseLeeroyJenkins-b_ttOR717OSAC-tg,,,,,,,,,,,,,,,,,,,,,
912,らいじんビッグスマイル,https://www.twitch.tv/alfrea/clip/SassyVastDumplingsPeteZaroll-0rnt4sZ9MZltdo48,,,,,,,,,,,,,,,,,,,,,
913,ダーツを外すたびに振りかえるらいさま「これ俺が悪いすか？ｗ」,https://www.twitch.tv/alfrea/clip/PatientMiniatureMooseNerfRedBlaster-xL6oXEHpfHQMY_cU,,,,,,,,,,,,,,,,,,,,,
914,いっぱんさんかしゃらいじんです,https://www.twitch.tv/alfrea/clip/EasyProudSoybeanDerp-Zq0BQ86dU_w6XOS8,,,,,,,,,,,,,,,,,,,,,
915,応援コロコロらいじん,https://www.twitch.tv/alfrea/clip/GracefulBoldTigerSMOrc-LYH2GeWb_RaOqx8P,,,,,,,,,,,,,,,,,,,,,
916,ウキウキで集荷を待つらいじん,https://www.twitch.tv/alfrea/clip/PlacidCarefulChamoisKappa-7qfdD1HzGh3BEIWx,,,,,,,,,,,,,,,,,,,,,
917,キスカムにご満悦らいさま,https://www.twitch.tv/alfrea/clip/LongIntelligentYamPJSugar-_ZUEsifzVOMfcRa2?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
918,KISS CAMたかやと我慢すればイケる,https://www.twitch.tv/alfrea/clip/UnsightlySassyTrollBleedPurple-KJCluSpJC-hi89iU?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
919,らい「ストローってあったりします？」象「うちにあるよ」,https://www.twitch.tv/alfrea/clip/GoodShyCodPlanking-nAXG7fhVYLylrWp7?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
920,マナー講師らいじん　溜めロン,https://www.twitch.tv/fps_shaka/clip/GoldenOptimisticPigeonPicoMause-MCpnnhbgBI4nXOHe?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
921,しわっしわのらいじん,https://clips.twitch.tv/JoyousObservantPepperoniRickroll-dA_aHClPNfzip4_C,,,,,,,,,,,,,,,,,,,,,
922,おしえてじゅんじあ！,https://www.twitch.tv/alfrea/clip/SavoryHomelyTurnipBIRB-O72zz41EWcEYsHRK,,,,,,,,,,,,,,,,,,,,,
923,「ﾏﾀﾞｶﾃﾙﾖ~」,https://www.twitch.tv/alfrea/clip/SlickCreativeIguanaANELE-2qlWI4o1NsTouB9w,,,,,,,,,,,,,,,,,,,,,
924,ガチビビりらいじん,https://www.twitch.tv/alfrea/clip/ShortBrightJalapenoPanicVis-VBS_NSSgKAKcZc94,,,,,,,,,,,,,,,,,,,,,
925,らいじん＆しゃるる入場,https://www.twitch.tv/redbulljp/clip/BusyBovineYogurtDoubleRainbow-O2TT1gaXNAq7V00y,,,,,,,,,,,,,,,,,,,,,
926,すっぽ抜けらいじん,https://www.twitch.tv/redbulljp/clip/AlluringLongRhinocerosMoreCowbell-BNsZmMjiw9gmFzNn,,,,,,,,,,,,,,,,,,,,,
927,らいさまの乾殿モノマネ,https://www.twitch.tv/alfrea/clip/DistinctWildNuggetsGingerPower-jun3b3djR7mZgSOU,,,,,,,,,,,,,,,,,,,,,
928,ひなーのに詰められるらい様リターンズ,https://www.twitch.tv/alfrea/clip/PrettyMotionlessChamoisTwitchRPG-61zgoV_eYSylXuqc,,,,,,,,,,,,,,,,,,,,,
929,「う～んパンプキンパイの気分かな」,https://www.twitch.tv/alfrea/clip/GracefulCourteousWeaselCopyThis-bNgK7kkP8gefCguc,,,,,,,,,,,,,,,,,,,,,
930,「パンプキンパイの方がいい！」,https://www.twitch.tv/alfrea/clip/FitPrettyJackalYouDontSay-fHpkU33kpiYtk_Mk,,,,,,,,,,,,,,,,,,,,,
931,「ｿﾝﾅｺﾄﾅｲﾖｰ ｿﾝﾅｺﾄﾅｲﾖｰ」,https://www.twitch.tv/alfrea/clip/CreativeHonorableMouseBrainSlug-Zrqof8TEhqa67mBV,,,,,,,,,,,,,,,,,,,,,
932,「うわ～ま～じでつかれた！」,https://www.twitch.tv/alfrea/clip/BoldRelatedLobsterNotLikeThis-rz-7ubnxiSiE4TMK,,,,,,,,,,,,,,,,,,,,,
933,「ｳ､ｫ､ｷﾀ･･･!」,https://clips.twitch.tv/TsundereMoralLouseMikeHogu-6I2GTMmoIzxER5o7,,,,,,,,,,,,,,,,,,,,,
934,「オｐｐｐ値ｗぜひアブダクｗアブダクアブダクｗ」,https://www.twitch.tv/alfrea/clip/RacyVivaciousBearM4xHeh-e_dVbsqri1NWdddE,,,,,,,,,,,,,,,,,,,,,
935,すっぽ抜けるらいさま,https://clips.twitch.tv/UglyClumsyYamOptimizePrime-0J537Pu2K6z4sCrQ,,,,,,,,,,,,,,,,,,,,,
936,「ﾊｧｰ!（昇竜）」,https://www.twitch.tv/alfrea/clip/HandsomeFlirtyDadChocolateRain-dkH0weVE_8BFWr3l,,,,,,,,,,,,,,,,,,,,,
937,超天気いい今日！うわぁ～ごろごろしてぇ～！,https://www.twitch.tv/alfrea/clip/PopularAmericanBadgerRickroll-OdxhUZnyuSOueGRn,,,,,,,,,,,,,,,,,,,,,
938,パワー系もしもし,https://clips.twitch.tv/PrettiestTangibleLaptopEleGiggle-LGYIkdfuG-MEHipJ,,,,,,,,,,,,,,,,,,,,,
939,「一旦トイレか...」,https://www.twitch.tv/alfrea/clip/SleepyAmericanSardineAsianGlow-rnNs5zgmCfwUNVxm,,,,,,,,,,,,,,,,,,,,,
940,らいじん射出！,https://www.twitch.tv/alfrea/clip/CuriousHardBeanPhilosoraptor-MaxNCpKlLjs6MPIr,,,,,,,,,,,,,,,,,,,,,
941,ヘンディーうるーはにダル絡みされるらいさま,https://www.twitch.tv/alfrea/clip/BrightPlainDiamondSaltBae-qc664cwrO7kCU0oX,,,,,,,,,,,,,,,,,,,,,
942,チキン冷めちゃった（CVらいじん）,https://www.twitch.tv/alfrea/clip/ThoughtfulObservantAlbatrossCoolStoryBro-Hr4C7QxtLsmTsrtf,,,,,,,,,,,,,,,,,,,,,
943,「うびびびびびび」,https://www.twitch.tv/alfrea/clip/ColdbloodedAmericanScallionRiPepperonis-dJxBxqPESdCJNxuo,,,,,,,,,,,,,,,,,,,,,
944,無敵ヒーロースーパーマン,https://www.twitch.tv/alfrea/clip/AssiduousScrumptiousFlamingoANELE-3ulqdYMrb0C6EAlP,,,,,,,,,,,,,,,,,,,,,
